,Соотношение матрица-наполнитель,"Плотность, кг/м3","модуль упругости, ГПа","Количество отвердителя, м.%","Содержание эпоксидных групп,%_2","Температура вспышки, С_2","Поверхностная плотность, г/м2","Модуль упругости при растяжении, ГПа","Потребление смолы, г/м2","Угол нашивки, град",Шаг нашивки,Плотность нашивки
16,0.0018151301593193631,0.959355599865171,0.1597225014669141,0.06582812360776971,0.010843780051667492,0.15308865955295284,0.10716206168706698,0.03572068722902233,0.11226501700549875,0.0,0.005102955318431761,0.029086845315061036
17,0.0020144137235506296,0.9367023814510439,0.24306225898165548,0.06196646523445367,0.0102076541568383,0.14410805868477597,0.18253687433404958,0.03602701467119399,0.05764322347391039,0.0,0.004803601956159199,0.028821611736955195
18,0.002407145388045422,0.9288572266120291,0.2653877790320083,0.06339819165764643,0.010443500563759586,0.1474376550177824,0.18675436302252435,0.0368594137544456,0.05897506200711296,0.0,0.004914588500592746,0.034402119504149224
19,0.001382222610928126,0.7747844432354589,0.46291413956946864,0.04377140799005982,0.008713529948724886,0.11137150116438198,0.3952183271049563,0.030521811400184746,0.11739158230840287,0.0,0.0,0.010596777187695913
20,0.0012542831254183234,0.8718295822579845,0.08936253218144341,0.04876142853568907,0.00970688829531879,0.12406805593671291,0.44027393904028217,0.03400135370806139,0.13077443733869767,0.0392323312016093,0.001743659164515969,0.020487995183062636
21,0.0007730125841458268,0.9286752325189664,0.22056036772325452,0.054105005994568536,0.01077062885929268,0.13766419712821187,0.22733195796037198,0.03547023457537717,0.10641070372613157,0.04353165152432655,0.0019347400677478467,0.027570045965406815
22,0.0019426313181194759,0.906436454073869,0.2998954651244396,0.0539329690173952,0.010736381632124927,0.1372264680881059,0.22660911351846724,0.03535745033621473,0.10607235100864423,0.04339323450353628,0.001928588200157168,0.02892882300235752
23,0.0010961906975275328,0.8275508742128745,0.48154569135448916,0.05830909406417558,0.009466787312523699,0.09944332928559864,0.23551733913415326,0.034234185830062026,0.10448344850241166,0.03813061728945051,0.001694694101753356,0.02965714678068373
24,0.001061464685500589,0.824825804139104,0.3827852010887901,0.062098660115686426,0.009800509917059544,0.14913298811912326,0.36716227899711257,0.03234519645867753,0.09605414181989574,0.03821398319894575,0.002122999066608097,0.019956191226116114
25,0.0009053547062526796,0.9014440624769942,0.31302788431833944,0.04495526000228836,0.0102399158938062,0.1381640560815321,0.2422576367531251,0.03265651627940117,0.07883466937890164,0.0398158122470388,0.0022119895692799332,0.025216681089791238
26,0.0008340373605750135,0.9067022706863479,0.375712206866817,0.06083033839239981,0.011876374811708725,0.14713676082750402,0.06782068637355916,0.03468757684481484,0.05541357015251688,0.0404332485827206,0.002246291587928922,0.026955499055147065
27,0.0015762213381563849,0.9145407174192032,0.2280674361623935,0.05044375400929714,0.008523138942025842,0.15647820529870224,0.2511494551864895,0.034497542870629644,0.13140642169911568,0.0429158675767629,0.0023842148653757163,0.03337900811526003
28,0.0012433268856782392,0.8682103459689784,0.294158316090736,0.0443097773301544,0.010549043141502503,0.12066234915879813,0.36920157431510503,0.03419085686353023,0.05819192315775205,0.04129809400610465,0.0032120739782525837,0.021566782425410207
29,0.001053871765251288,0.9271630850816885,0.1818759579349347,0.06895832527586697,0.010000199001994253,0.15257548797482512,0.2471555143953816,0.03335204196821229,0.12052685445314451,0.04154871522714109,0.0032315667398887518,0.02631418631052269
30,0.0008645812178869705,0.8626095719310407,0.4334505901591713,0.06528573556142639,0.008632340071258635,0.10142514489808102,0.21217617656798834,0.03307103532222196,0.07102074839536211,0.03933609491625834,0.0030594740490423157,0.026224063277505563
31,0.0007881032375304284,0.8330621784481829,0.35637598881414995,0.0355001973325754,0.009919514591069812,0.1515921507878296,0.38480269039423753,0.03156423048715707,0.054880588215993106,0.04004055220680234,0.003114265171640182,0.031142651716401817
32,0.001580838224320209,0.9696291742597316,0.16379616699747024,0.03256092644478559,0.011712754346463438,0.12298521776386344,0.056697973438130024,0.03255114044515674,0.09986396081667458,0.04341521624404639,0.004341521624404638,0.022672390705224223
33,0.0012873658007205347,0.824916450156624,0.5103509110917249,0.05760909811428142,0.010035315363653522,0.1358800335184908,0.1627944825525697,0.032478079392123,0.0865244007843758,0.03882334425138814,0.003882334425138814,0.02458811802587916
34,0.0013227220818731761,0.8527263519722124,0.4550684259696916,0.04954942576538216,0.011649317593373782,0.13337604137818138,0.18522340750696628,0.032522441349845055,0.0871750517228289,0.04082266098836753,0.004082266098836753,0.02721510732557835
35,0.0015553638393226348,0.8684026922090049,0.3629647470442215,0.038974823736245605,0.011217595269339678,0.13365835844458981,0.27541176046348864,0.03320917573054794,0.12110594113735541,0.043103215822033004,0.0043103215822033,0.033524723417136776
36,0.001167651856601824,0.9195925608445712,0.2554266776286138,0.0280667102568045,0.011596933278180325,0.15662882257223862,0.22010597946061655,0.035765678483970505,0.10728086126510049,0.043355634234563165,0.00481729269272924,0.02264127565582743
37,0.0019205455141620188,0.7447685396812017,0.5921329856284469,0.049847266979190945,0.009565829065953093,0.10793202857177853,0.2600272377534758,0.027247617173903296,0.10241218075174074,0.03389867239235203,0.003766519154705781,0.02146915918182295
38,0.0010486956511368648,0.8948003469392579,0.39958702644401883,0.04743881782483489,0.010077364064603432,0.11596891581597002,0.11937703937198421,0.03066872010111055,0.08060357565989287,0.03861529224232451,0.0042905880269249455,0.025743528161549675
39,0.000973335494042341,0.758505193955272,0.5626753478767388,0.04821528138483962,0.008264115382479497,0.1306099362319217,0.28725387205741365,0.027901485059257696,0.059801542548340074,0.03283738625136332,0.003648598472373703,0.025540189306615918
40,0.0013997069788362249,0.9079836638353063,0.21028406118296816,0.02833239917263463,0.010835794358810472,0.14595562890018396,0.29400904194326843,0.03463766651710894,0.14348216661156243,0.0,0.003623890395851289,0.029661192622248984
41,0.00110051058227435,0.864308491140024,0.4716646102508838,0.03182691356073153,0.010947665726417663,0.12141469597452734,0.05762230131718565,0.02965140340680135,0.10134683716085839,0.0,0.0033041779550406426,0.012089248065930681
42,0.0012662391474269872,0.9486659746087115,0.24953142947929544,0.036834809707292804,0.0086143537492649,0.10617400862058704,0.013619638820826773,0.03302471340475796,0.14959624632557494,0.0,0.0031726356471554738,0.03736538194856429
43,0.0005084544672947585,0.8375037476403631,0.3832393662352587,0.0438615005100681,0.008335599243555715,0.09619721062106706,0.37109182476852576,0.03129236856355328,0.03878712619658473,0.0,0.003206314201420839,0.016263739031403542
44,0.00132714888485763,0.9332575825381509,0.17407768503000182,0.0370466479777623,0.007464515759348553,0.10623994587398192,0.25592379430911855,0.03179265372235049,0.1380165583752225,0.0,0.003791413469695127,0.020968479633435514
45,0.002018410986045389,0.8948761918599242,0.3848741538755122,0.0671500718260775,0.011353546863827847,0.12861060881515035,0.12200234828840605,0.035524786716304366,0.1161023832463971,0.0,0.0035807638778705088,0.015700966243298614
46,0.0009687761377193154,0.8133888067326017,0.4785666729735285,0.06214943836189527,0.007581191682390834,0.13087463685166292,0.2669505440904642,0.029540235345617418,0.12611826057370248,0.0,0.004268364404981796,0.01625420768844528
47,0.0005254060109012249,0.8031894253910034,0.5689627809297298,0.05299635571286546,0.008834927777339144,0.11694731175511247,0.06516450279479813,0.030225535930032785,0.09262941736796494,0.0,0.00362106684617353,0.02917473011177124
48,0.0009758618887700763,0.9081523764292889,0.3700065151769537,0.04347439391031955,0.008853581543419356,0.09395382751978011,0.08977408053269328,0.034902496386424876,0.1325674693649155,0.0,0.0017129448483174756,0.026516394268790242
49,0.0016577137009994125,0.7960086650019654,0.4996353860301132,0.04670109113887294,0.008621645682571458,0.128182179653269,0.30193195674911294,0.028117203589572773,0.07588589860328386,0.0,0.003634516218086875,0.01790473194719399
50,0.0014551412837631162,0.9456849214146656,0.19196522533834318,0.05364041313615988,0.009227436390136845,0.16001037200608764,0.16790350045432123,0.03474663479317028,0.09835996580442649,0.0,0.0029998004043260453,0.034335256086492544
51,0.002064144973017256,0.9578775639099809,0.17175593905580192,0.05526416492240336,0.00927912894315931,0.15013724582363283,0.11348417706778703,0.03591633764922635,0.11175389650380006,0.0,0.003582263224505542,0.024786665204751184
52,0.0008721995401612489,0.9237517202902666,0.2940774779061964,0.054643293887389977,0.009937593693272417,0.11186704164060057,0.18577888215472804,0.03073256023290448,0.08891144340577331,0.0,0.00309225449956361,0.03504946585687106
53,0.0005519795292212352,0.8731117914960672,0.3987493828472934,0.05783750564608398,0.009897796029475117,0.1241508805088932,0.22225010894117914,0.029436729091410187,0.09305065961122319,0.0,0.0026075865164879603,0.029849343138550446
54,0.001654362848827292,0.9408528019761793,0.2521768579194853,0.05497752193891174,0.011128838840735652,0.14074114361127615,0.10666170920106732,0.03179521575595592,0.12122720838436266,0.0,0.004578147953875358,0.03377869896076392
55,0.0017866975053474033,0.9398934187205982,0.26163615713945854,0.04612678102265554,0.010638528687343272,0.1193754986739134,0.09089679293504417,0.03434198384559876,0.14544828078409183,0.0,0.004483318694582049,0.03217796111231627
56,0.0021166499565458733,0.8743709009702919,0.3919327006573035,0.049344583825511684,0.012039301451799246,0.13512791615811307,0.2134123575887364,0.03436303858275839,0.11434867123451609,0.0,0.002588817007120275,0.0348201902410214
57,0.0020460663378615135,0.9544114555519971,0.23144415900190285,0.04146477528092606,0.010263577997313556,0.115414566835551,0.029475870843251175,0.03441665173540369,0.13442776916810079,0.0,0.003006844786543721,0.015805012166783892
58,0.0019507477174675423,0.893387220376147,0.30875205560757885,0.01759980771656441,0.009707275080683565,0.10461548872235361,0.2821197590748052,0.03222737342769902,0.11730840279340296,0.0,0.003192232102095254,0.027886171089672826
59,0.0014398856105230006,0.8740220328120456,0.4470777652500202,0.07502194944480499,0.011067533572378855,0.12014833744028938,0.08026184172208609,0.03287055571736255,0.08676236511831027,0.0,0.002427487357904557,0.03102323571858212
60,0.0012396179261427683,0.9510207683713543,0.12011834813470798,0.04918311269465915,0.00940694712864013,0.13929078953277144,0.19319478538911022,0.03296964059798221,0.1409924902416579,0.0,0.0010664464266373018,0.03047800391490555
61,0.001457318843712401,0.9042461687563654,0.33250064978196175,0.06948322568704027,0.010190224347340139,0.14391960902333165,0.18880778570915172,0.03375318068020727,0.09416500138964559,0.0,0.003117533721399548,0.02170307735326608
62,0.0008991131966241593,0.8653900296240259,0.46350329797549134,0.05826909589175672,0.009213939569342074,0.15553253666585176,0.014782258861675744,0.03184424147303384,0.07995945273090521,0.0,0.00269215785790818,0.030985385611304695
63,0.0022210916969969837,0.8883900538105309,0.354278375408407,0.04246052524863962,0.010504563525831238,0.14706582706498092,0.19551893477439752,0.03199873815235206,0.14876695419281158,0.0,0.0023092795576227705,0.017745412930408995
64,0.0011982431992554757,0.9151221294528872,0.1923051526337405,0.039423060304863485,0.012341021295763676,0.12392716680558079,0.31447413948226444,0.032788066114733734,0.09113539405635614,0.0,0.0028957684066123575,0.014875224346343882
65,0.0008214382304060632,0.9603829505898853,0.16132726304850764,0.055630975315355435,0.011783593400115863,0.1456494948551984,0.08121875659228107,0.03554240018970771,0.1364680204447421,0.0,0.003749143722554439,0.02631859602723542
66,0.0019724280361931904,0.900216221765052,0.2712600049046647,0.04651518744074806,0.00928474495269515,0.10166226660133912,0.2924792170372336,0.03442757160942442,0.12568337201814525,0.0,0.005897856984446293,0.029653716989879918
67,0.0017070147339211653,0.9236791301123023,0.2850133835434259,0.04320258082372854,0.011530200194775278,0.1440329693309096,0.16756462838309286,0.03638350343626307,0.11316997578316876,0.0,0.0025128754335929098,0.0249197746177081
68,0.0012066645828285952,0.8292887594884172,0.53360465097686,0.04806240296547115,0.008698210998835035,0.14413843516620892,0.03385215536822459,0.03204122422825218,0.04159434715388987,0.0,0.004779472441209153,0.021393697949552187
69,0.0014316436680336204,0.9371145246692603,0.27566732267672034,0.04056892630972724,0.010592906731407703,0.1287750776714054,0.14879786109514312,0.03190249587965796,0.06342537532842661,0.0,0.002200614806767426,0.01716343565320061
70,0.0016226062115854629,0.875256342688884,0.41936635304283437,0.06460383200213661,0.0073481112518327995,0.1259858431255114,0.17376198892541328,0.030144242277084,0.07515922076300849,0.0,0.0022575892873385305,0.03463483561777209
71,0.0008985250662479406,0.9017025098540687,0.02405766883347712,0.04995380781315019,0.01023017023539999,0.13899686123242933,0.39829252720449004,0.032545412312902006,0.06357564385811332,0.0,0.0033322379806948834,0.026148247051035283
72,0.0010384258153293177,0.7892597839667835,0.4678217760454933,0.06607893053555816,0.009294859692144539,0.12414721585459107,0.3658012089502232,0.03080717517262062,0.053957657052339555,0.0,0.001859334262356642,0.025900924119956422
73,0.0018079773233169536,0.8943936879782077,0.36536775079613504,0.05096573566771639,0.00780097240929177,0.1503184612025965,0.17498354968130556,0.030097733609599407,0.09513395338576543,0.0,0.0021973628638022554,0.02699359038825101
74,0.0013732015773835063,0.8719596577821498,0.4564890903466206,0.053593592565618825,0.009964265125388502,0.10852003596308152,0.0888901951404256,0.029710427955952846,0.08726103736745801,0.0,0.0037283198910337922,0.011893554148710789
75,0.0010672719892642123,0.9159107676056767,0.31699107013336353,0.06018178428315637,0.009868657967924568,0.13593455227905527,0.16102859238933154,0.032128203653529065,0.10444106738514593,0.0,0.002037220118385838,0.023474075871797086
76,0.0007979035707104962,0.8100785404020564,0.5148436144456054,0.03801077229243466,0.009148920141161043,0.12006906910073692,0.23251620295153955,0.02845342050189826,0.08715668983198664,0.0,0.003802579490021644,0.016701542542842746
77,0.0013709971237293663,0.9023535916353118,0.04860944700732735,0.04830075012787417,0.011047594958285088,0.1425973665781168,0.37388450082714497,0.03505162429911865,0.13891108204136005,0.0,0.005382660089595165,0.016146790726907553
78,0.002109221356609403,0.9275137439655153,0.3039955109744383,0.05449044252180574,0.012274596938804446,0.1337489279390816,0.13961533856189237,0.03655715055321766,0.0699431910776183,0.0,0.003256739262816785,0.023671947946385292
79,0.0014378786550789465,0.9577400906803019,0.19198935584718946,0.07311623931711736,0.011182725366138275,0.15231069806928282,0.10300557287167206,0.03429571360209913,0.0689782622170802,0.0,0.003963024805466188,0.025343671142940533
80,0.001184173839911286,0.9331165515437826,0.22017077565198956,0.050429535704042565,0.01177818272841424,0.15242001504534713,0.21181390909395478,0.03361440864093341,0.0918660431848869,0.0,0.002117133929727484,0.021547416772291786
81,0.0016218851052511765,0.8022505063505733,0.5734190594968648,0.05046784159885316,0.010560492679372306,0.11328765412275284,0.0031004458446382403,0.03280025993403689,0.09985107198921692,0.0,0.0025188508951422034,0.03205317665017761
82,0.0015133211201239906,0.8270599842962693,0.4971849587215478,0.06257707586943229,0.01080194274222811,0.10866478291941939,0.21573116440872162,0.031449681421751884,0.06879935485899373,0.0,0.0009163485273192588,0.025938252359892406
83,0.001258928288805957,0.8590718749852265,0.414059001024746,0.04253582876477043,0.008616764215363795,0.12670054371550143,0.24508314330629594,0.02981915383244855,0.10405433415392823,0.0,0.0037204406856739865,0.0285731350043534
84,0.0012532183725875612,0.8717655920385016,0.12004542165309377,0.04145816800390771,0.008510166024396285,0.13114408891384474,0.44098040597042737,0.033658766339398884,0.10416563970230801,0.0,0.002840778774207463,0.01292758773277881
85,0.001942779579454374,0.8792636413178818,0.42724710699351814,0.043446579587433067,0.011211959607656467,0.1273219455269407,0.13087809871066644,0.032160626521529505,0.08375866092164962,0.0,0.0020766429964908244,0.030727589473293997
86,0.00045904219309383725,0.856404269658153,0.47119509557408196,0.055394637450379196,0.009382016507840209,0.15671072160795277,0.09724179283587497,0.03048030097376434,0.0760276730254754,0.0,0.002770991376596124,0.025670201777948553
87,0.0011249591264067258,0.9000450409083622,0.3922450298618355,0.059051744477567315,0.009992581514688575,0.11360022675838917,0.08638274944350763,0.032172077113886616,0.09818306170157652,0.0,0.002489595192213929,0.03776757848510592
88,0.001411864086509166,0.8826623998861556,0.03356495500557341,0.05994615458707599,0.0103655949341961,0.11121931596178117,0.4308760638203187,0.031591075198621116,0.1283512738969248,0.0,0.003838691449292547,0.02380759422665441
89,0.0016662400434833238,0.8091234558465163,0.42401568278620727,0.04423392323968138,0.008567688514827162,0.10571742370662048,0.3786562298785015,0.03280813656558569,0.08300005237704326,0.0,0.004369330479120662,0.03091803152682676
90,0.0009374898346856823,0.8418208483477697,0.4187000515384052,0.05106105901138813,0.009612219839070546,0.14621730391927473,0.2973695912608676,0.02931338921719192,0.04856948634300716,0.0,0.004807114067343407,0.01666939756659362
91,0.0009184367521939526,0.8850014165612059,0.2056687834430301,0.05903593200762113,0.009828477106926121,0.15360698347614754,0.3656148306072054,0.034194294199353666,0.10763844713592773,0.0,0.004647727992565864,0.029051063314612022
92,0.001596904019060125,0.8930068286213058,0.3677729823213622,0.046128086134365344,0.007979773479540047,0.11522964660969459,0.18619932787605317,0.03259680947696312,0.12485443215674305,0.0,0.003154153704217235,0.021877367994787917
93,0.0021299661463073296,0.9354391561781545,0.279689679051963,0.03166638906829726,0.012982836702669502,0.1443390527060054,0.11850901280407504,0.03811216175056147,0.09411231837493512,0.0,0.0037565572886671425,0.01869471052256245
94,0.0007540998611915957,0.981891802494273,0.05775032693140439,0.08637429500552922,0.010044380961992942,0.13031951368294697,0.001906984325600902,0.033812866500643114,0.0800136864678634,0.0,0.0034371722506648435,0.021149101366832356
95,0.0016110658278927165,0.8077246347419594,0.5646753521747228,0.05334033216755518,0.008928795425755785,0.1276961101859886,0.02100332126269177,0.02970414501875914,0.08780681165166546,0.0,0.004997756393123818,0.020745242522841854
96,0.0012307825446669996,0.9482009064376856,0.11825032559598521,0.03744921360037817,0.010323960218064167,0.09722793086724078,0.259631011348745,0.035100707550264745,0.08228759672113332,0.0,0.00434043494518402,0.023187900568443314
97,0.001472556773931763,0.8540457076696228,0.45103584835226035,0.030349642052105497,0.009353735167800574,0.14700959768481045,0.19692266742369122,0.02939011299532992,0.06797315146597704,0.0,0.004017543504274723,0.016468262807659614
98,0.000959124376466174,0.8832336939119644,0.4040469278671586,0.06435361869322129,0.009381452432100788,0.13973487229820616,0.15860346294242,0.031052133632641,0.07852315914641261,0.0,0.0006474528225526873,0.02454727067041735
99,0.0019905267986279926,0.9727391485044213,0.17542078203052258,0.054588734398460535,0.011557771698439889,0.10476358088195119,0.04912086912367376,0.036160297468035445,0.0676759943898088,0.0,0.0022168377140229507,0.024654302467270097
100,0.0015107747897030268,0.9181964254963628,0.2949431829353178,0.03990523268323486,0.009983079147715216,0.12363097247258556,0.16295906595399037,0.029142477545308704,0.1585670645535174,0.0,0.0019119855155903364,0.019817743618381217
101,0.0014274226206561068,0.9132084369853237,0.08131028235205318,0.02391726660936273,0.007797415002354727,0.1341463731637595,0.3646005698014673,0.034493987052453,0.07945530661415386,0.0,0.0033099304787697946,0.01900932087917426
102,0.0019288660445629371,0.9092484971734313,0.32054059117163314,0.05968155433128678,0.013687398458405279,0.10641902894140369,0.17547337757325257,0.034702784413873033,0.1520710902627196,0.0,0.004635824169888316,0.017338970780382577
103,0.001092024697491656,0.8597853444833544,0.4245869023616872,0.05299933963376125,0.009622480349995079,0.13110372143853777,0.23330802420314978,0.03405591352667803,0.06049350149660939,0.0,0.004384954790674481,0.03366143752607628
104,0.0011655187327369232,0.9790745297069052,0.0048427150574045855,0.028696170900104505,0.010911697249825058,0.154304302072067,0.052590910633244,0.033517014558474785,0.10780575935435378,0.0,0.00011622093251745591,0.0335352434550657
105,0.0011559787178736748,0.859974521430894,0.46137433331791466,0.04337252555617997,0.009970437881609083,0.12436931721211693,0.15434320677436755,0.030081328654221622,0.0665177192562856,0.0,0.003385503973838622,0.031066342988257743
106,0.0009699717698965277,0.8396807444357928,0.4210973564626287,0.045497488276811646,0.010109069787670453,0.11062584874566087,0.29909352588255045,0.0283220149515992,0.11003460132402366,0.0,0.0030594480767446603,0.028739908658346355
107,0.002148349912847179,0.8244857384089749,0.4515181063324403,0.047217148804259784,0.011647104591912183,0.11212744380678588,0.29250340050278856,0.03006663548073518,0.1179234968704091,0.0,0.004359114246748817,0.032018411884671936
108,0.0019963990853529914,0.9235252716006562,0.3458442335154346,0.05162719660948337,0.009305898041184896,0.10878047596954629,0.03928563985674333,0.037339092324303956,0.0969649902010241,0.0,0.0032050448362940845,0.023529623410404495
109,0.0016130220777444242,0.8878201144009836,0.4254061348467431,0.05283312141897147,0.008053845374150432,0.13432231141538942,0.005322884909748669,0.0324442531374861,0.09166378485172817,0.0,0.00437797959327686,0.020034913209838592
110,0.00145706194186826,0.8292511340012511,0.5250936932918219,0.03913785681633127,0.01026712323301431,0.14114951095318284,0.03201325399414254,0.03180313340228769,0.10930358274833163,0.0,0.0015482194641072069,0.032721842623590694
111,0.0017486064169306924,0.9037218200943635,0.3871162615339081,0.07220175978877569,0.010532357333578327,0.13652746255805306,0.043083728123072214,0.03587490547371681,0.07564119658804713,0.0,0.003184153161706659,0.024209413302304625
112,0.0014166277594368658,0.9271169824001497,0.27013458799661194,0.06628743767475534,0.010476251855759315,0.15709462823628356,0.16460351969957926,0.0330821902696878,0.0918558984618217,0.0,0.0021242009667371653,0.04081827641266985
113,0.0012255018373756765,0.7408902583472196,0.4364215579713139,0.06193528258781561,0.0067382851904765765,0.1205212454366168,0.4839021359913445,0.028636132359908258,0.08238712836014617,0.0,0.0037274254041057006,0.020658042939734042
114,0.0012826615901911523,0.8214620644299371,0.4326822345587172,0.059400789369081185,0.009638420083619252,0.12029021871716858,0.334479012724109,0.028736702859222325,0.07900746626419232,0.0,0.005631794607692747,0.030290606803415603
115,0.0015840703862557716,0.8707961545699615,0.34263036639841904,0.06190939700887691,0.00966620240633946,0.11307239781998916,0.320180326076511,0.03130496954507584,0.06240146116551553,0.0,0.0027574649757193424,0.01440192972406568
116,0.0015730574414292936,0.9132111176218763,0.3679903937040739,0.05164754754091346,0.009258745870748661,0.09653637568794372,0.11621692353414537,0.02995170495670447,0.05674530137687174,0.0,0.002440942146252769,0.030399334500739818
117,0.0019559381816177334,0.9194203137748476,0.27880080971464904,0.04839340955394493,0.009258206500909503,0.11714045713173643,0.17553582553949304,0.03786177436730001,0.16372864867256964,0.0,0.003399878932460887,0.04144968847376255
118,0.0018290489485041056,0.9243369143488219,0.318285880049689,0.05555615930903212,0.011086623681072466,0.1211337933828781,0.13761201464546544,0.03299863235206024,0.07498421111372029,0.0,0.0027012404913973904,0.027446694217448976
119,0.001233347211234611,0.8473991113746835,0.4591917301140291,0.05706735230385272,0.008478776211070726,0.09850953023639099,0.17877466012456267,0.028784776075739347,0.15556272753480624,0.0,0.002590468431294824,0.03206345017911906
120,0.002222455968582534,0.9637118583317987,0.16715552642261397,0.04051345136272328,0.010181604721167766,0.1563415528279827,0.017532127920639927,0.03781666659684626,0.12056164623811987,0.0,0.003840438071621255,0.028957270929506687
121,0.0007457621240255888,0.8802586399686048,0.06722894635337782,0.053089021102173076,0.00868360979586776,0.1137856263646781,0.44345485834612186,0.03542787919690921,0.07717793966835794,0.0,0.0007792538979013437,0.030315569276449964
122,0.0009920704777796536,0.928845239382396,0.07927770681692657,0.03441895578510858,0.00941039605828871,0.13745830923666025,0.318768347054208,0.03309317528981758,0.08475789563944958,0.0,0.002476758958727684,0.029901887608669447
123,0.001036868473421078,0.9673013098137746,0.1508173568170463,0.045758144786057046,0.00929655702571659,0.1236128424032867,0.06314439035715998,0.03509494906648506,0.1359629967583093,0.0,0.0024573881325246263,0.020248765338669126
124,0.0015323914434830967,0.9601507292018956,0.17430511557325581,0.05640021350258548,0.009774614963917424,0.1434117073800812,0.0920725886421481,0.03522788076403209,0.11785802909207178,0.0,0.0018651405570395453,0.0164362935867475
125,0.0013583668049066818,0.9336986682851275,0.29093147210667725,0.04534547889628782,0.01111674723440616,0.13014731932659027,0.1101208344238586,0.034362101031475085,0.10385518548820813,0.0,0.001993011676663493,0.018667810715288138
126,0.0010184510520191157,0.7792663424561926,0.49692422230413885,0.044683000917304344,0.008221189498551893,0.0912556189175324,0.3464245405894333,0.024611720291451318,0.11918780690590067,0.0,0.002556658613434115,0.024280282771257985
127,0.0007872030892364722,0.8840389480008773,0.22721964796552224,0.05261931116942669,0.009739550865886066,0.09514427700479262,0.37941639275381767,0.030925029008551246,0.0990469751279102,0.0,0.0023573317542802193,0.014165073136271666
